,count,count,count,count,count,count,count,count,body_camera,body_camera,body_camera,body_camera,body_camera,body_camera,body_camera,body_camera
Lake Havasu,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Lake Havasu City,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Lake Jackson,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
Lake Lanier,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Lake Mary,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lake Mead,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lake Placid,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lake Stevens,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake View,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Wales,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lake Worth,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lakeland,1,2,2,2,2,0,2,1,0,0,0,0,0,0,0,0
Lakemoor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lakes Charles,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakes Wales,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakeshire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakeville,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Lakewood,2,3,0,1,6,3,5,0,0,0,0,0,0,0,0,0
Lamont,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lampe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,3,1,1,3,2,4,1,2,0,0,0,0,1,1,0,0
Lancaster City,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lander,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Landover,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Landrum,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Langley,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lanham,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lansing,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Lantana,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Laramie,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Laredo,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0
Largo,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Larimer County,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
Las Cruces,1,2,3,3,2,2,2,1,0,1,2,0,0,0,0,1
Las Vegas,11,5,9,10,5,11,8,3,4,2,5,6,2,6,2,1
Latta,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lauderdale County,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Lauderdale Lakes,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Lauderhill,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Laurel,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Laurens County,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lawndale,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Lawrence,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Lawrence County,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lawrenceburg,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Lawrenceville,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lawtey,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lawton,1,0,0,1,1,1,2,0,0,0,0,0,0,1,1,0
Layton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Laytonsville,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leadwood,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
League City,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0
Lealman,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leavenworth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Lee,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lee County,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lee's Summit,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leedey,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leeds,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Leesburg,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Lehigh,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lehigh Acres,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Leicester,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Leitchfield,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Leland,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lemon Grove,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Lemoore,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Lena,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lenexa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lenoir,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0
Lenoir City,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Leon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Leon County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardtown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Leonia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Leroy Township,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Levelland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lewis County,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lewisburg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewiston,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lewistown,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Lexington,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0
Lexington County,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Lexington Park,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Liberty,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
Liberty Township,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lilburn,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lima,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Limerick,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lincoln,2,2,0,0,1,0,3,0,0,0,0,0,0,0,2,0
Lincoln CIty,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lincoln County,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Lincoln Parish,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln Township,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lincolnton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Linda,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Linthicum,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Linwood,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lisle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithia Springs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lithonia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Little Egg Harbor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Egg Harbor Township,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Havana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Mountain,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Orleans,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Little Rock,0,2,2,1,2,2,0,0,0,0,0,0,1,0,0,0
Littlefield,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Livermore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Livingston,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Livingston Parish,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lizella,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Llano,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lockhart,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Locust,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Locust Grove,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lodi,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Logan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Canyon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan County,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Township,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Loganville,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Loma,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Loma Linda,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lompoc,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0
London,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
Lone Rock,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lone Tree,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Long Beach,4,4,3,2,2,3,3,1,0,0,0,0,1,0,2,1
Long Branch,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Longmont,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Longview,2,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0
Lonoke,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Looxahoma,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Lorena,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,15,14,17,12,21,13,21,7,2,5,1,4,4,2,6,1
Los Banos,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Los Lunas,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
Louisville,3,3,2,8,4,5,2,3,0,1,2,3,1,4,1,0
Loveland,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
Lovelock,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lovington,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lowell,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Lower Burrell,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lower Macungie Township,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lower Mount Bethel,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lowndes County,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Loxahatchee,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loyal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lubbock,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0
Lucedale,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucerne,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lucerne Valley,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ludlow,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ludowici,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lufkin,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0
Lumberton,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lumpkin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Luray,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Luverne,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lynchburg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyndhurst,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lynn,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lynnwood,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lynwood,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyons,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mabank,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mableton,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0
Mackinaw,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Macon,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Macon County,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Macoupin County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Madera,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0
Madera County,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Madison,1,1,1,0,2,0,1,0,0,0,0,0,1,0,1,0
Madison County,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0
Madison Heights,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Madison Parish,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Madison Township,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Madisonville,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Maeystown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Magna,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Magnolia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mahoning Township,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Maiden,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Malbis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Malone,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malvern,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mamou,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Manatee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester,0,2,0,0,1,2,0,1,0,1,0,0,0,0,0,1
Manchester Township,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Mandan,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Mandarin,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Mandeville,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manhasset,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Manila,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Manistee,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Manitou Springs,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Manitowoc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mankato,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Manlius,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mannford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mannington,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Manorville,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mansfield,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0
Mantoloking,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mantua Township,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Marana,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Margate,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Maricopa,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Marietta,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0
Marina,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marine City,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Marinette County,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Marion,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
Marion County,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Markham,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marksville,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Marrero,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Mars Hill,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Marshall,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Martelle,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Martin County,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Martinez,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Martins Ferry,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Martinsville,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Maryland Heights,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Maryneal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marysville,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1
Maryville,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Mascotte,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mason County,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Maspeth,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Mathis,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Maui,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maurice River,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maury County,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Maysville,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maywood,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McAlester,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
McCammon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
McCracken County,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
McDonald,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
McDowell,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McDowell County,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
McIntosh County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
McKinney,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
McKinneyville,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McLaughlin,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
McLean,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
McLemoresville,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McLoud,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
McMinnville,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
McPherson,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mead Township,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Meadow Bridge,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meadow Vista,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meadowlake,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mecca,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mecklenburg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Medford,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Medicine Lodge,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medina,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Melba,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Melbourne,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Memphis,3,2,0,4,6,0,5,1,0,1,0,0,0,0,1,0
Mena,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Menasha,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Menifee,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Merced,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mercury,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Meredith,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Meridian,0,0,1,2,0,1,2,0,0,0,0,0,0,1,0,0
Meridianville,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Merrick,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Merrillville,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Merrimack,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesa,3,3,3,7,3,3,1,4,0,2,0,0,0,0,1,0
Mesquite,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Metairie,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0
Metropolis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico Beach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Miami,10,5,6,3,5,3,4,1,1,0,0,0,0,0,0,1
Miami Beach,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Miami Gardens,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Miami Shores,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Miami Township,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
Miami-Dade,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Miami-Dade County,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
Micanopy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle River,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middleburg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesboro,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Middleton,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Middletown,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Midland,1,1,0,1,2,1,0,2,0,0,0,0,0,0,0,0
Midlothian,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Midvale,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Midway,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Midwest City,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mifflin Township,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Milcreek,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milford,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Millbrook,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Millcreek,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Millerton,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Millston,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Millville,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Milpitas,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
Milton,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Miltona,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
Milwaukee,1,3,4,2,2,3,4,0,0,3,1,2,0,0,3,0
Milwaukie,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Mingo County,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Minneapolis,2,2,2,4,4,2,2,4,0,0,0,4,4,2,0,2
Minneola,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Minot,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mira Loma,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Miramar,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Mishawaka,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Mission,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Mississippi County,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Missouri City,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile,0,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0
Mocksville,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Modesto,2,2,1,0,4,2,1,1,0,0,0,0,2,2,1,1
Mojave,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Molena,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Monahans,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Moncks Corner,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monett,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Monon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monongalia,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Monroe,1,0,1,3,0,0,1,2,0,0,1,0,0,0,0,0
Monroe County,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Monroeville,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montcalm,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Montclair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monteagle,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Montebello,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Montegut,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Monterey,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monterey Park,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Monterey Township,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Montesano,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Montezuma Creek,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Montgomery,0,1,0,2,2,1,1,0,0,1,0,0,0,0,0,0
Montgomery County,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Montgomery Creek,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Montgomery Village,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Monticello,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Montpelier,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Montrose County,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monument,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Moore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mooresville,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Moorland,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mora,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moraine,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Morehead,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morenci,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
