,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,is_geocoding_exact,age_binned,armed_3,armed_4,armed_7,count,month,year,quarter,state_name,PopEstimate2015,PopEstimate2016,PopEstimate2017,PopEstimate2018,PopEstimate2019,PopEstimate2020,PopEstimate2021
131,2019-11-09,shot,knife,44,M,White,Everett,WA,True,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,11,2019,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
132,2019-11-18,shot,vehicle,28,M,Black,Franklin County,WA,False,attack,Car,False,True,18-29,armed,other weapon,other weapon,1,11,2019,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
133,2019-11-22,shot,vehicle,36,M,White,Black Diamond,WA,False,attack,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,11,2019,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
134,2019-11-29,shot,undetermined,36,M,White,Eatonville,WA,False,other,Car,False,True,30-44,undetermined,undetermined,undetermined,1,11,2019,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
135,2019-12-12,shot,toy weapon,43,M,White,Renton,WA,False,other,Not fleeing,False,True,30-44,unarmed,unarmed,toy weapon,1,12,2019,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
136,2019-12-14,shot,knife,18,M,Hispanic,Pasco,WA,False,attack,Not fleeing,False,True,Under 18,armed,other weapon,knife/cutting instrument,1,12,2019,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
137,2019-12-31,shot,gun,23,M,Black,Federal Way,WA,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,12,2019,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
138,2020-01-10,tasered and shot,unarmed,25,M,Asian,Spokane,WA,False,other,Car,False,True,18-29,unarmed,unarmed,unarmed,1,1,2020,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
139,2020-01-21,tasered and shot,knife,60,M,Asian,Lacey,WA,False,attack,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,1,2020,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
140,2020-02-09,shot,gun,45,M,White,Kennewick,WA,False,attack,Foot,False,True,30-44,armed,gun,gun,1,2,2020,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
141,2020-02-28,shot,gun,22,M,Hispanic,Moses Lake,WA,False,attack,Other,False,True,18-29,armed,gun,gun,1,2,2020,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
142,2020-03-03,shot,gun,39,M,White,Riverside,WA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,3,2020,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
143,2020-03-24,shot,vehicle,32,F,White,Shelton,WA,False,attack,Car,False,True,30-44,armed,other weapon,other weapon,1,3,2020,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
144,2020-04-07,shot,gun and car,37,M,None,Eatonville,WA,True,attack,Car,False,True,30-44,armed,gun,gun,1,4,2020,2,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
145,2020-04-11,shot,machete,48,M,None,Ritzville,WA,True,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,4,2020,2,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
146,2020-04-28,tasered and shot,sharp object,50,M,White,Vancouver,WA,False,attack,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,4,2020,2,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
147,2020-05-01,shot,unarmed,24,M,Black,Seattle,WA,False,attack,Foot,True,True,18-29,unarmed,unarmed,unarmed,1,5,2020,2,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
148,2020-05-01,shot,gun,26,M,Black,Lakewood,WA,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,5,2020,2,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
149,2020-05-06,shot,knife,20,M,White,Renton,WA,True,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,5,2020,2,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
150,2020-05-17,shot,gun,25,M,Hispanic,Pasco,WA,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,5,2020,2,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
151,2020-05-19,tasered and shot,knife,57,M,Black,Seattle,WA,False,undetermined,Foot,True,True,45-59,armed,other weapon,knife/cutting instrument,1,5,2020,2,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
152,2020-07-16,shot,knife,23,M,White,Shoreline,WA,False,other,Foot,False,True,18-29,armed,other weapon,knife/cutting instrument,1,7,2020,3,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
153,2020-07-29,shot,knife,25,M,Hispanic,Bothell,WA,True,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,7,2020,3,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
154,2020-08-04,shot,unarmed,36,M,White,Port Orchard,WA,True,undetermined,Not fleeing,False,True,30-44,unarmed,unarmed,unarmed,1,8,2020,3,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
155,2020-08-09,shot,gun,39,M,None,Graham,WA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,8,2020,3,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
156,2020-09-03,shot,gun,48,M,White,Lacey,WA,False,other,Not fleeing,False,True,45-59,armed,gun,gun,1,9,2020,3,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
157,2020-09-11,shot,gun,31,M,None,Spokane,WA,False,attack,Car,False,True,30-44,armed,gun,gun,1,9,2020,3,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
158,2020-09-19,shot,unarmed,32,M,White,Auburn,WA,True,undetermined,Not fleeing,False,True,30-44,unarmed,unarmed,unarmed,1,9,2020,3,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
159,2020-09-20,shot,gun,39,F,White,Redmond,WA,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,9,2020,3,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
160,2020-09-24,shot,gun,43,M,White,Airway Heights,WA,False,undetermined,Not fleeing,True,True,30-44,armed,gun,gun,1,9,2020,3,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
161,2020-10-02,shot,gun,33,M,Hispanic,Longview,WA,False,other,Foot,False,True,30-44,armed,gun,gun,1,10,2020,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
162,2020-10-04,shot,knife,41,M,None,Vancouver,WA,True,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,10,2020,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
163,2020-10-29,shot,gun,21,M,Black,Hazel Dell,WA,False,other,Foot,False,True,18-29,armed,gun,gun,1,10,2020,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
164,2020-11-01,shot,gun,30,M,None,Puyallup,WA,False,undetermined,Not fleeing,False,True,18-29,armed,gun,gun,1,11,2020,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
165,2020-11-04,shot,gun,60,M,White,Kent,WA,True,attack,Foot,True,True,45-59,armed,gun,gun,1,11,2020,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
166,2020-11-09,shot,gun,22,M,None,Renton,WA,True,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,11,2020,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
167,2020-11-22,shot,vehicle,41,M,White,Spokane Valley,WA,False,attack,Car,False,True,30-44,armed,other weapon,other weapon,1,11,2020,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
168,2020-12-17,shot,gun,37,M,None,Auburn,WA,False,attack,Foot,False,True,30-44,armed,gun,gun,1,12,2020,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
169,2020-12-27,shot,gun,40,M,White,Lewiston,WA,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,12,2020,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
170,2021-01-05,shot,gun,36,M,White,Spokane,WA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,1,2021,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
171,2021-01-25,shot,knife,50,M,White,Graham,WA,False,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,1,2021,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
172,2021-02-04,shot,unarmed,30,M,Black,Hazel Dell,WA,False,attack,Not fleeing,False,True,18-29,unarmed,unarmed,unarmed,1,2,2021,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
173,2021-02-09,shot,gun,45,M,Black,Seattle,WA,False,attack,Not fleeing,True,True,30-44,armed,gun,gun,1,2,2021,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
174,2021-02-16,shot,knife,44,M,White,Seattle,WA,True,other,Foot,True,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2021,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
175,2021-06-25,shot,vehicle,36,M,None,Fife,WA,False,other,Car,False,True,30-44,armed,other weapon,other weapon,1,6,2021,2,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
176,2021-08-05,shot,gun,22,M,None,Seattle,WA,False,attack,Not fleeing,True,True,18-29,armed,gun,gun,1,8,2021,3,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
177,2021-09-04,shot,gun,25,M,None,Lakewood,WA,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,9,2021,3,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
178,2021-10-17,shot,gun,28,M,None,Vancouver,WA,False,attack,Car,False,True,18-29,armed,gun,gun,1,10,2021,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
179,2021-11-08,shot,gun,36,M,None,Renton,WA,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,11,2021,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
180,2021-11-16,shot,undetermined,33,M,None,North Bend,WA,False,attack,Not fleeing,False,True,30-44,undetermined,undetermined,undetermined,1,11,2021,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
181,2021-12-10,shot,gun,43,M,None,Spokane,WA,False,attack,Foot,False,True,30-44,armed,gun,gun,1,12,2021,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
182,2021-12-27,shot,gun,36,M,None,Algona,WA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,12,2021,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
183,2022-01-09,shot,knife,45,M,None,Vancouver,WA,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,1,2022,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
184,2022-01-16,shot,undetermined,22,M,None,Puyallup,WA,False,undetermined,Not fleeing,False,True,18-29,undetermined,undetermined,undetermined,1,1,2022,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
185,2022-01-20,shot,gun,34,M,None,Lacey,WA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,1,2022,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
186,2022-01-24,shot,knife,23,M,None,Spokane,WA,False,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,1,2022,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
187,2022-01-27,shot,vehicle,39,M,None,Parkland,WA,False,attack,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,1,2022,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
188,2022-01-29,shot,gun,52,M,White,Battle Ground,WA,False,other,Not fleeing,False,True,45-59,armed,gun,gun,1,1,2022,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
189,2022-02-11,shot,undetermined,36,M,None,Puyallup,WA,False,undetermined,Not fleeing,False,True,30-44,undetermined,undetermined,undetermined,1,2,2022,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
190,2022-02-16,shot,vehicle,51,M,None,Sedro-Woolley,WA,False,other,Car,False,True,45-59,armed,other weapon,other weapon,1,2,2022,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
191,2022-02-18,shot,sharp object,32,M,None,Chehalis,WA,False,attack,Foot,False,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2022,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
192,2022-02-24,shot,undetermined,31,M,None,Tacoma,WA,False,other,Not fleeing,True,True,30-44,undetermined,undetermined,undetermined,1,2,2022,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
193,2022-03-05,shot,gun and vehicle,36,M,None,Seattle,WA,False,attack,Not fleeing,True,True,30-44,armed,gun,gun,1,3,2022,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
194,2022-03-13,shot,knife,30,M,None,Pasco,WA,False,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,3,2022,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
195,2022-03-15,shot,gun,40,M,White,Spanaway,WA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,3,2022,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
196,2022-03-16,shot,unknown weapon,37,M,White,Tacoma,WA,False,other,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,3,2022,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
197,2022-03-16,shot,gun,36,M,None,Seattle,WA,False,attack,Car,True,True,30-44,armed,gun,gun,1,3,2022,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
198,2022-04-22,shot,knife,42,M,None,Edmonds,WA,True,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,4,2022,2,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
199,2022-05-04,shot,undetermined,31,M,None,Federal Way,WA,False,other,Car,False,True,30-44,undetermined,undetermined,undetermined,1,5,2022,2,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
200,2022-05-07,shot,gun,36,M,None,Wenatchee,WA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,5,2022,2,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
201,2022-06-01,shot,knife,27,M,None,Kent,WA,False,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,6,2022,2,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
202,2022-06-04,shot,undetermined,32,M,None,Wenatchee,WA,False,other,Foot,False,True,30-44,undetermined,undetermined,undetermined,1,6,2022,2,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
203,2022-06-13,shot,gun,27,M,None,Kent,WA,False,other,Not fleeing,False,True,18-29,armed,gun,gun,1,6,2022,2,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
204,2015-01-02,shot,gun,47,M,White,Aloha,OR,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,1,2015,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
205,2015-02-15,shot,hatchet,34,M,White,Colton,OR,True,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2015,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
206,2015-03-17,shot,gun,49,M,White,Medford,OR,True,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,3,2015,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
207,2015-03-22,tasered and shot,knife,36,M,White,Portland,OR,True,other,Foot,False,True,30-44,armed,other weapon,knife/cutting instrument,1,3,2015,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
208,2015-03-30,shot,gun,49,M,White,Eugene,OR,True,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,3,2015,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
209,2015-04-24,shot,gun,49,M,White,Eugene,OR,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,4,2015,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
210,2015-05-29,shot,gun,55,M,White,Wilderville,OR,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,5,2015,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
211,2015-05-31,shot,gun,40,M,None,Medford,OR,True,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,5,2015,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
212,2015-06-28,shot,toy weapon,29,M,White,Portland,OR,False,attack,Not fleeing,False,True,18-29,unarmed,unarmed,toy weapon,1,6,2015,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
213,2015-07-01,shot,undetermined,24,M,Black,McMinnville,OR,False,attack,Foot,False,True,18-29,undetermined,undetermined,undetermined,1,7,2015,3,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
214,2015-07-01,shot,gun,32,M,White,Josephine County,OR,False,attack,Car,False,True,30-44,armed,gun,gun,1,7,2015,3,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
215,2015-07-08,shot,gun,59,M,White,Beaverton,OR,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,7,2015,3,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
216,2015-10-02,shot,knife,55,F,White,Aloha,OR,True,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,10,2015,4,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
217,2015-10-28,shot,gun,35,M,White,Salem,OR,False,attack,Car,False,True,30-44,armed,gun,gun,1,10,2015,4,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
218,2015-11-06,shot,gun,51,M,White,Portland,OR,True,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,11,2015,4,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
219,2016-01-16,shot,toy weapon,44,M,White,Beaverton,OR,False,other,Not fleeing,False,True,30-44,unarmed,unarmed,toy weapon,1,1,2016,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
220,2016-01-18,shot,knife,27,M,White,Medford,OR,False,other,Foot,False,True,18-29,armed,other weapon,knife/cutting instrument,1,1,2016,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
221,2016-01-26,shot,gun,55,M,White,Burns,OR,False,other,Not fleeing,False,True,45-59,armed,gun,gun,1,1,2016,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
222,2016-01-28,shot,gun,19,M,Black,Clackamas County,OR,True,other,Not fleeing,False,True,18-29,armed,gun,gun,1,1,2016,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
223,2016-02-05,shot,gun,55,M,White,Seaside,OR,False,attack,Not fleeing,True,True,45-59,armed,gun,gun,1,2,2016,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
224,2016-05-21,shot,unarmed,38,M,White,Oregon City,OR,True,attack,Not fleeing,False,True,30-44,unarmed,unarmed,unarmed,1,5,2016,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
225,2016-05-24,shot,knife,22,M,White,Gresham,OR,False,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,5,2016,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
226,2016-05-30,shot,gun,70,M,White,Tualatin,OR,False,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,5,2016,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
227,2016-05-31,shot,knife,36,M,White,Bend,OR,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,5,2016,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
228,2016-07-05,shot,knife,29,M,White,Salem,OR,False,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,7,2016,3,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
229,2016-10-13,tasered and shot,knife,46,M,White,Grants Pass,OR,True,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,10,2016,4,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
230,2016-12-06,shot,gun,52,M,White,Portland,OR,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,12,2016,4,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
231,2016-12-16,shot,gun,36,M,None,Dallas,OR,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,12,2016,4,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
